datetime,count
2011-01-17 00:00:00,24.86041693240837
2011-01-17 01:00:00,17.740633955518128
2011-01-17 02:00:00,14.421240345626819
2011-01-17 03:00:00,10.190374280247426
2011-01-17 04:00:00,3.435227750299731
2011-01-17 05:00:00,8.203334386630868
2011-01-17 06:00:00,32.95854951296697
2011-01-17 07:00:00,88.78647795522922
2011-01-17 08:00:00,192.99617648571447
2011-01-17 09:00:00,115.20184651364778
2011-01-17 10:00:00,80.23545811097075
2011-01-17 11:00:00,97.27654727305746
2011-01-17 12:00:00,125.51759040814284
2011-01-17 13:00:00,133.88450742069517
2011-01-17 14:00:00,120.96238895969256
2011-01-17 15:00:00,129.0814057125516
2011-01-17 16:00:00,148.46703365998872
2011-01-17 17:00:00,202.96282839148236
2011-01-17 18:00:00,176.08892206306675
2011-01-17 19:00:00,129.77989154949853
2011-01-17 20:00:00,91.95168516837815
2011-01-17 21:00:00,65.30031023001378
2011-01-17 22:00:00,51.06738276713773
2011-01-17 23:00:00,34.72081122101065
2011-01-18 12:00:00,125.51759040814284
2011-01-18 13:00:00,133.88450742069517
2011-01-18 14:00:00,120.96238895969256
2011-01-18 15:00:00,129.0814057125516
2011-01-18 16:00:00,148.46703365998872
2011-01-18 17:00:00,202.96282839148236
2011-01-18 18:00:00,176.08892206306675
2011-01-18 19:00:00,129.77989154949853
2011-01-18 20:00:00,91.95168516837815
2011-01-18 21:00:00,65.30031023001378
2011-01-18 22:00:00,51.06738276713773
2011-01-18 23:00:00,34.72081122101065
2011-01-19 00:00:00,24.86041693240837
2011-01-19 01:00:00,17.740633955518128
2011-01-19 02:00:00,14.421240345626819
2011-01-19 04:00:00,3.435227750299731
2011-01-19 05:00:00,8.203334386630868
2011-01-19 06:00:00,32.95854951296697
2011-01-19 07:00:00,88.78647795522922
2011-01-19 08:00:00,192.99617648571447
2011-01-19 09:00:00,115.20184651364778
2011-01-19 10:00:00,80.23545811097075
2011-01-19 11:00:00,97.27654727305746
2011-01-19 12:00:00,125.51759040814284
2011-01-19 13:00:00,133.88450742069517
2011-01-19 14:00:00,120.96238895969256
2011-01-19 15:00:00,129.0814057125516
2011-01-19 16:00:00,148.46703365998872
2011-01-19 17:00:00,202.96282839148236
2011-01-19 18:00:00,176.08892206306675
2011-01-19 19:00:00,129.77989154949853
2011-01-19 20:00:00,91.95168516837815
2011-01-19 21:00:00,65.30031023001378
2011-01-19 22:00:00,51.06738276713773
2011-01-19 23:00:00,34.72081122101065
2011-02-17 00:00:00,26.10495484600892
2011-02-17 01:00:00,14.557857134121148
2011-02-17 02:00:00,10.75907928732098
2011-02-17 03:00:00,5.161524783089249
2011-02-17 04:00:00,2.614210450521382
2011-02-17 05:00:00,9.978676272948094
2011-02-17 06:00:00,42.69842640636472
2011-02-17 07:00:00,132.15407954431353
2011-02-17 08:00:00,268.1797285881294
2011-02-17 09:00:00,157.19881300565504
2011-02-17 10:00:00,87.38871963716831
2011-02-17 11:00:00,100.61042520038323
2011-02-17 12:00:00,129.51546054619908
2011-02-17 13:00:00,134.10622876857298
2011-02-17 14:00:00,116.17397684932006
2011-02-17 15:00:00,128.26109754557336
2011-02-17 16:00:00,160.1098697731652
2011-02-17 17:00:00,264.72646911807516
2011-02-17 18:00:00,240.65757963990768
2011-02-17 19:00:00,163.17788766875603
2011-02-17 20:00:00,118.3715819753716
2011-02-17 21:00:00,94.30650356523769
2011-02-17 22:00:00,73.51542612463501
2011-02-17 23:00:00,44.56683225750143
2011-02-18 00:00:00,26.10495484600892
2011-02-18 01:00:00,14.557857134121148
2011-02-18 02:00:00,10.75907928732098
2011-02-18 03:00:00,5.161524783089249
2011-02-18 04:00:00,2.614210450521382
2011-02-18 05:00:00,9.978676272948094
2011-02-18 06:00:00,42.69842640636472
2011-02-18 07:00:00,132.15407954431353
2011-02-18 08:00:00,268.1797285881294
2011-02-18 09:00:00,157.19881300565504
2011-02-18 10:00:00,87.38871963716831
2011-02-18 11:00:00,100.61042520038323
2011-02-18 12:00:00,129.51546054619908
2011-02-18 13:00:00,134.10622876857298
2011-02-18 14:00:00,116.17397684932006
2011-02-18 15:00:00,128.26109754557336
2011-02-18 16:00:00,160.1098697731652
2011-02-18 17:00:00,264.72646911807516
2011-02-18 18:00:00,240.65757963990768
2011-02-18 19:00:00,163.17788766875603
2011-02-18 20:00:00,118.3715819753716
2011-02-18 21:00:00,94.30650356523769
2011-02-18 22:00:00,73.51542612463501
2011-02-18 23:00:00,44.56683225750143
2011-02-19 00:00:00,26.10495484600892
2011-02-19 01:00:00,14.557857134121148
2011-02-19 02:00:00,10.75907928732098
2011-02-19 03:00:00,5.161524783089249
2011-02-19 04:00:00,2.614210450521382
2011-02-19 05:00:00,9.978676272948094
2011-02-19 06:00:00,42.69842640636472
2011-02-19 07:00:00,132.15407954431353
2011-02-19 08:00:00,268.1797285881294
2011-02-19 09:00:00,157.19881300565504
2011-02-19 10:00:00,87.38871963716831
2011-02-19 11:00:00,100.61042520038323
2011-02-19 12:00:00,129.51546054619908
2011-02-19 13:00:00,134.10622876857298
2011-02-19 14:00:00,116.17397684932006
2011-02-19 15:00:00,128.26109754557336
2011-02-19 16:00:00,160.1098697731652
2011-02-19 17:00:00,264.72646911807516
2011-02-19 18:00:00,240.65757963990768
2011-02-19 19:00:00,163.17788766875603
2011-02-19 20:00:00,118.3715819753716
2011-02-19 21:00:00,94.30650356523769
